9.709553928095872033e-01,9.858180560359737221e-01,6.777645659928656086e-01
9.703104194407456973e-01,9.841376982787715111e-01,6.787709497206704246e-01
9.704976697736351632e-01,9.867688022284122340e-01,6.725201708590412553e-01
9.719540612516645028e-01,9.835127860026917634e-01,6.923259118900995102e-01
9.707681424766977374e-01,9.858131487889273403e-01,6.762402088772846431e-01
9.709970039946738130e-01,9.869639794168095781e-01,6.796598157335222989e-01
9.708929760319573443e-01,9.831069890692282209e-01,6.876737720111214536e-01
9.709345872170439540e-01,9.858180560359737221e-01,6.776034236804564515e-01
9.698943075898801558e-01,9.824561403508771384e-01,6.716839134524928978e-01
9.714339214380826037e-01,9.836567926455567212e-01,6.855719031798765961e-01
9.695822237017309719e-01,9.799331103678929900e-01,6.763619575253924099e-01
9.713923102529959941e-01,9.835515273581738604e-01,6.884398496240601295e-01
9.700607523302263724e-01,9.861813279406808075e-01,6.766882516188713614e-01
9.715587549933422107e-01,9.868907563025209884e-01,6.885553470919324459e-01
9.722869507323568250e-01,9.846153846153846700e-01,6.911447084233260929e-01
9.704976697736351632e-01,9.829920166608816512e-01,6.741252082837420057e-01
9.717876165113182862e-01,9.844020797227036601e-01,6.841724885569742121e-01
9.698735019973369065e-01,9.858108108108107892e-01,6.748381128584644006e-01
9.689580559254327152e-01,9.813622500847170027e-01,6.683591045465036018e-01
9.709137816245007047e-01,9.847870182555781282e-01,6.828410689170182346e-01
9.710594207723035609e-01,9.836623553437712220e-01,6.827309236947791682e-01
9.713506990679094955e-01,9.827942188575361504e-01,6.827635668180731532e-01
9.706225033288947701e-01,9.871169916434540115e-01,6.733966745843230628e-01
9.703520306258321959e-01,9.791238877481177605e-01,6.771597633136094974e-01
9.704976697736351632e-01,9.850441876274642627e-01,6.783707865168538964e-01
9.705184753661784125e-01,9.812158469945355677e-01,6.783943329397874589e-01
9.710386151797603116e-01,9.819639278557114048e-01,6.872370266479663758e-01
9.707057256990678784e-01,9.825222755311857625e-01,6.787405303030302761e-01
9.699775299600532641e-01,9.814627569935961970e-01,6.772093023255814082e-01
9.705808921438082715e-01,9.869055823569952146e-01,6.754716981132075082e-01
9.703936418109188056e-01,9.862138533960995712e-01,6.797219003476245858e-01
9.707889480692409867e-01,9.872909698996655825e-01,6.836498378879111160e-01
9.700607523302263724e-01,9.867826086956521525e-01,6.694195375176970053e-01
9.717251997336884273e-01,9.840820657941280469e-01,6.791992187500000000e-01
9.705600865512650222e-01,9.830332409972298846e-01,6.751486325802615873e-01
9.699775299600532641e-01,9.820689655172414323e-01,6.718565699457419438e-01
9.705184753661784125e-01,9.860742705570292310e-01,6.838353644515980934e-01
9.695822237017309719e-01,9.820885434268333825e-01,6.734646581691773326e-01
9.705392809587216618e-01,9.853137516688919018e-01,6.827012025901942893e-01
9.696862516644474406e-01,9.839261285909712829e-01,6.710986703988803814e-01
9.721621171770972181e-01,9.852448021462105743e-01,6.942344045368620264e-01
9.685419440745672848e-01,9.804765056254136635e-01,6.709692028985507761e-01
9.713298934753661351e-01,9.839918256130790741e-01,6.845971563981042562e-01
9.707057256990678784e-01,9.839396919042936451e-01,6.883742260949323732e-01
9.709553928095872033e-01,9.844319311030141906e-01,6.878037491321453700e-01
9.716211717709720697e-01,9.815780326729232064e-01,6.829504232164449462e-01
9.707473368841544881e-01,9.827177228058285863e-01,6.815511163337250045e-01
9.692493342210386498e-01,9.841108857336038351e-01,6.704283740211883780e-01
9.694157789613848664e-01,9.846678023850085060e-01,6.697566628041714543e-01
9.707473368841544881e-01,9.779959377115775565e-01,6.829787234042553612e-01
9.707681424766977374e-01,9.855072463768116409e-01,6.822211852543164090e-01
9.701023635153128710e-01,9.864283349884144236e-01,6.809872029250456649e-01
9.712674766977363872e-01,9.839721254355400237e-01,6.790093772541476724e-01
9.713090878828228858e-01,9.778685733741913078e-01,6.860965121834686764e-01
9.712674766977363872e-01,9.844576719576719759e-01,6.905590350266759270e-01
9.713298934753661351e-01,9.822326516929266171e-01,6.886016451233842872e-01
