9.675224700399467359e-01,9.351547070441079690e-01,6.756242568370987023e-01
9.671479693741678041e-01,9.378021269738961996e-01,6.773743016759776747e-01
9.680218042609853857e-01,9.424793388429751895e-01,6.765543426672995242e-01
9.696030292942743323e-01,9.469083845904823216e-01,6.927996210326858861e-01
9.686875832223701410e-01,9.483443708609271550e-01,6.798006171374317841e-01
9.687083888149135014e-01,9.446073639622026841e-01,6.848570753602646333e-01
9.683338881491344585e-01,9.406940063091482340e-01,6.909175162187209951e-01
9.686251664447403931e-01,9.455085865257595312e-01,6.806942463147883648e-01
9.674808588548602373e-01,9.435829759155394125e-01,6.726246472248353925e-01
9.689164447403462166e-01,9.412719013627514064e-01,6.884195538680588644e-01
9.672311917443409124e-01,9.414024975984630617e-01,6.786703601108032835e-01
9.686459720372836424e-01,9.435301710229105909e-01,6.870300751879698797e-01
9.677929427430093101e-01,9.494818652849741358e-01,6.780758556891767208e-01
9.689788615179760756e-01,9.453902987471891617e-01,6.901969981238273988e-01
9.694781957390146143e-01,9.429133858267716439e-01,6.897048236141108957e-01
9.682506657789613502e-01,9.424412834932186511e-01,6.781718638419423906e-01
9.694157789613848664e-01,9.425552987784747705e-01,6.877860756444230672e-01
9.669399134487349778e-01,9.415563448498547316e-01,6.743755781683625772e-01
9.666486351531291543e-01,9.466623036649214340e-01,6.676667435956612495e-01
9.684795272969374258e-01,9.424252171116114241e-01,6.868260665729020165e-01
9.685003328894806751e-01,9.461765671151952661e-01,6.810772501771793497e-01
9.688748335552596069e-01,9.438387842748595657e-01,6.830026296916088535e-01
9.677097203728362018e-01,9.406498673740053551e-01,6.738717339667458228e-01
9.678969707057256677e-01,9.370925684485006402e-01,6.804733727810651223e-01
9.682090545938748516e-01,9.451654769630110087e-01,6.818820224719100986e-01
9.676473035952063428e-01,9.381948986265532531e-01,6.774498229043683928e-01
9.687708055925432493e-01,9.474701901385755853e-01,6.872370266479663758e-01
9.677097203728362018e-01,9.320827943078913158e-01,6.822916666666666297e-01
9.678137483355525594e-01,9.436029648727037866e-01,6.809302325581395587e-01
9.679593874833555267e-01,9.458388375165125428e-01,6.754716981132075082e-01
9.681882490013316023e-01,9.473346178548490704e-01,6.836616454229432760e-01
9.689580559254327152e-01,9.528846153846153300e-01,6.885132005558128876e-01
9.670023302263648368e-01,9.382022471910111960e-01,6.698914582350165015e-01
9.692909454061251484e-01,9.425675675675675436e-01,6.811523437500000000e-01
9.678553595206391691e-01,9.383651944627554586e-01,6.770511296076099361e-01
9.673768308921437686e-01,9.417796890506119345e-01,6.716206652512385356e-01
9.679801930758987760e-01,9.460317460317460014e-01,6.852149919521729471e-01
9.675224700399467359e-01,9.447674418604651292e-01,6.778679026651216466e-01
9.673976364846871290e-01,9.399936163421640511e-01,6.810823311748380737e-01
9.677721371504660608e-01,9.509222661396574683e-01,6.734313039421506719e-01
9.701855858854859793e-01,9.495663347253453512e-01,6.984877126654064350e-01
9.662741344873502225e-01,9.418273790705027348e-01,6.745923913043477826e-01
9.690204727030625742e-01,9.429127473240350721e-01,6.888625592417061405e-01
9.683963049267643175e-01,9.460138104205900733e-01,6.911258885576702093e-01
9.681050266311584940e-01,9.414186193793540047e-01,6.880351770423512869e-01
9.697070572569906899e-01,9.460539460539461043e-01,6.870616686819830399e-01
9.678137483355525594e-01,9.404684450227716042e-01,6.794359576968272973e-01
9.661701065246338649e-01,9.394822006472491882e-01,6.685859051128512087e-01
9.674600532623168769e-01,9.487765089722675071e-01,6.739281575898030674e-01
9.687708055925432493e-01,9.425883879338307070e-01,6.869976359338061389e-01
9.677929427430093101e-01,9.365433673469387710e-01,6.852543163789081015e-01
9.678553595206391691e-01,9.492224690574421198e-01,6.835009140767824842e-01
9.689580559254327152e-01,9.437603993344425568e-01,6.818946862226497041e-01
9.691453062583222922e-01,9.461868603499504760e-01,6.846631629240325090e-01
9.689580559254327152e-01,9.444970040996530924e-01,6.947344003711435345e-01
9.683963049267643175e-01,9.362244897959183243e-01,6.900117508813160550e-01
9.687500000000000000e-01,9.390243902439023849e-01,6.838694191070571193e-01
9.672936085219706603e-01,9.330299089726917794e-01,6.775259678942398001e-01
9.684795272969374258e-01,9.475409836065573632e-01,6.808009422850411774e-01
9.687083888149135014e-01,9.406498673740053551e-01,6.816434406535319956e-01
9.681674434087882419e-01,9.458413926499033009e-01,6.829608938547485630e-01
9.686251664447403931e-01,9.391046741277155885e-01,6.831896551724138122e-01
9.667318575233022626e-01,9.375821287779237956e-01,6.694815857377434121e-01
9.669399134487349778e-01,9.469282727565133673e-01,6.739926739926740407e-01
9.681674434087882419e-01,9.447751322751323233e-01,6.770142180094786966e-01
9.678345539280959198e-01,9.403846153846153744e-01,6.832789939450395478e-01
9.686667776298268917e-01,9.420985284708892626e-01,6.896955503512880448e-01
9.683754993342210682e-01,9.469479066794502797e-01,6.863562659254112130e-01
9.684587217043941765e-01,9.503804168044988065e-01,6.777541873083274826e-01
9.690204727030625742e-01,9.429682436811406276e-01,6.890835898650248259e-01
9.693949733688415060e-01,9.504430587463078561e-01,6.869070208728652593e-01
